source_file,sheet,source_column,raw_township,raw_state_region,suggested_canonical_township,suggested_canonical_state_region,confidence,match_type,row_count,reason,recommended_alias_mapping
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,ZEE KONE,BAGO WEST,Thegon,Bago (West),46.2,Unmatched,8,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Zigon (Bago (West)),"""Thegon"": [""ZEE KONE""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,ZEE KONE,BAGO WEST,Monyo,Bago (West),33.3,Unmatched,8,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Zigon (Bago (West)),"""Monyo"": [""ZEE KONE""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Ayeyarwaddy Division,Bogale,Ayeyarwady,0.0,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady),"""Bogale"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Ayeyarwaddy Division,Danubyu,Ayeyarwady,0.0,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady),"""Danubyu"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Ayeyarwaddy Division,Dedaye,Ayeyarwady,0.0,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady),"""Dedaye"": [""0""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyaung Kone,AYEYARWADDY,Kyaunggon,Ayeyarwady,84.2,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaunggon (Ayeyarwady),"""Kyaunggon"": [""Kyaung Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyaung Kone,AYEYARWADDY,Nyaungdon,Ayeyarwady,73.7,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaunggon (Ayeyarwady),"""Nyaungdon"": [""Kyaung Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyaung Kone,AYEYARWADDY,Mayangone,Yangon,73.7,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaunggon (Ayeyarwady),"""Mayangone"": [""Kyaung Kone""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,TIKEKYI ,YANGON,Taikkyi,Yangon,85.7,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taikkyi (Yangon),"""Taikkyi"": [""TIKEKYI""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,TIKEKYI ,YANGON,Insein,Yangon,46.2,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taikkyi (Yangon),"""Insein"": [""TIKEKYI""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,TIKEKYI ,YANGON,Thaketa,Yangon,42.9,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taikkyi (Yangon),"""Thaketa"": [""TIKEKYI""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Yangon,YANGON,Mayangone,Yangon,80.0,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mayangone (Yangon),"""Mayangone"": [""Yangon""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Yangon,YANGON,Kungyangon,Yangon,75.0,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mayangone (Yangon),"""Kungyangon"": [""Yangon""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Yangon,YANGON,Dagon,Yangon,72.7,Unmatched,7,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mayangone (Yangon),"""Dagon"": [""Yangon""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Ayeyarwady Division ,Bogale,Ayeyarwady,0.0,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady),"""Bogale"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Ayeyarwady Division ,Danubyu,Ayeyarwady,0.0,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady),"""Danubyu"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Ayeyarwady Division ,Dedaye,Ayeyarwady,0.0,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bogale (Ayeyarwady),"""Dedaye"": [""0""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,LATPADAN,BAGO WEST,Letpadan,Bago (West),87.5,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Letpadan (Bago (West)),"""Letpadan"": [""LATPADAN""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,LATPADAN,BAGO WEST,Padaung,Bago (West),66.7,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Letpadan (Bago (West)),"""Padaung"": [""LATPADAN""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,LATPADAN,BAGO WEST,Nattalin,Bago (West),50.0,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Letpadan (Bago (West)),"""Nattalin"": [""LATPADAN""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,THAE KONE,BAGO WEST,Thegon,Bago (West),71.4,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Thegon"": [""THAE KONE""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,THAE KONE,BAGO WEST,Letpadan,Bago (West),37.5,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Letpadan"": [""THAE KONE""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,THAE KONE,BAGO WEST,Nattalin,Bago (West),37.5,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Nattalin"": [""THAE KONE""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Yay Tar Shay,BAGO EAST,Kyauktaga,Bago (East),52.6,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyauktaga (Bago (East)),"""Kyauktaga"": [""Yay Tar Shay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Yay Tar Shay,BAGO EAST,Yedashe,Bago (East),47.1,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyauktaga (Bago (East)),"""Yedashe"": [""Yay Tar Shay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Yay Tar Shay,BAGO EAST,Kyaukkyi,Bago (East),33.3,Unmatched,6,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyauktaga (Bago (East)),"""Kyaukkyi"": [""Yay Tar Shay""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Shan State,Kengtung,Shan (East),0.0,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kengtung (Shan (East)),"""Kengtung"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Shan State,Monghpyak,Shan (East),0.0,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kengtung (Shan (East)),"""Monghpyak"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Shan State,Monghsat,Shan (East),0.0,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kengtung (Shan (East)),"""Monghsat"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-HPA,,Hpa-An,Kayin,60.0,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hpa-An (Kayin),"""Hpa-An"": [""01-HPA""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-HPA,,Hpapun,Kayin,54.5,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hpa-An (Kayin),"""Hpapun"": [""01-HPA""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-HPA,,Hopang,Shan (North),54.5,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hpa-An (Kayin),"""Hopang"": [""01-HPA""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hispaw,SHAN,Hsipaw,Shan (North),83.3,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hsipaw (Shan (North)),"""Hsipaw"": [""Hispaw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hispaw,SHAN,Hopang,Shan (North),50.0,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hsipaw (Shan (North)),"""Hopang"": [""Hispaw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hispaw,SHAN,Namhsan,Shan (North),46.2,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hsipaw (Shan (North)),"""Namhsan"": [""Hispaw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Ta Pin,BAGO EAST,Htantabin,Bago (East),88.9,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Bago (East)),"""Htantabin"": [""Htan Ta Pin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Ta Pin,BAGO EAST,Thanatpin,Bago (East),77.8,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Bago (East)),"""Thanatpin"": [""Htan Ta Pin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Ta Pin,BAGO EAST,Nyaunglebin,Bago (East),40.0,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Bago (East)),"""Nyaunglebin"": [""Htan Ta Pin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mandalay,MANDALAY,Madaya,Mandalay,71.4,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Madaya (Mandalay),"""Madaya"": [""Mandalay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mandalay,MANDALAY,Mahaaungmyay,Mandalay,50.0,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Madaya (Mandalay),"""Mahaaungmyay"": [""Mandalay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mandalay,MANDALAY,Mahlaing,Mandalay,50.0,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Madaya (Mandalay),"""Mahlaing"": [""Mandalay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moenyo ,BAGO WEST,Monyo,Bago (West),90.9,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Monyo"": [""Moenyo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moenyo ,BAGO WEST,Okpho,Bago (West),36.4,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Okpho"": [""Moenyo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moenyo ,BAGO WEST,Zigon,Bago (West),36.4,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Zigon"": [""Moenyo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tontay,YANGON,Twantay,Yangon,76.9,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Twantay (Yangon),"""Twantay"": [""Tontay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tontay,YANGON,Thongwa,Yangon,61.5,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Twantay (Yangon),"""Thongwa"": [""Tontay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tontay,YANGON,Htantabin,Yangon,53.3,Unmatched,5,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Twantay (Yangon),"""Htantabin"": [""Tontay""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0, Mon State,Bilin,Mon,0.0,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bilin (Mon),"""Bilin"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0, Mon State,Chaungzon,Mon,0.0,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bilin (Mon),"""Chaungzon"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0, Mon State,Kyaikmaraw,Mon,0.0,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bilin (Mon),"""Kyaikmaraw"": [""0""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Bokalay,AYEYARWADDY,Kalaw,Shan (South),66.7,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kalaw (Shan (South)),"""Kalaw"": [""Bokalay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Bokalay,AYEYARWADDY,Bogale,Ayeyarwady,61.5,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kalaw (Shan (South)),"""Bogale"": [""Bokalay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Bokalay,AYEYARWADDY,Kalewa,Sagaing,61.5,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kalaw (Shan (South)),"""Kalewa"": [""Bokalay""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Ta Pin,YANGON,Htantabin,Yangon,88.9,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Yangon),"""Htantabin"": [""Htan Ta Pin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Ta Pin,YANGON,Twantay,Yangon,62.5,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Yangon),"""Twantay"": [""Htan Ta Pin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Ta Pin,YANGON,Thanlyin,Yangon,58.8,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Yangon),"""Thanlyin"": [""Htan Ta Pin""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,KYAIKHTO,MON,Kyaikto,Mon,93.3,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaikto (Mon),"""Kyaikto"": [""KYAIKHTO""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,KYAIKHTO,MON,Kyaikmaraw,Mon,55.6,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaikto (Mon),"""Kyaikmaraw"": [""KYAIKHTO""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,KYAIKHTO,MON,Thaton,Mon,42.9,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaikto (Mon),"""Thaton"": [""KYAIKHTO""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,MOE NYO,BAGO WEST,Monyo,Bago (West),90.9,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Monyo"": [""MOE NYO""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,MOE NYO,BAGO WEST,Okpho,Bago (West),36.4,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Okpho"": [""MOE NYO""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,MOE NYO,BAGO WEST,Zigon,Bago (West),36.4,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Zigon"": [""MOE NYO""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mayan Kone,YANGON,Mayangone,Yangon,88.9,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mayangone (Yangon),"""Mayangone"": [""Mayan Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mayan Kone,YANGON,Yankin,Yangon,66.7,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mayangone (Yangon),"""Yankin"": [""Mayan Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Mayan Kone,YANGON,Kayan,Yangon,57.1,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Mayangone (Yangon),"""Kayan"": [""Mayan Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Myawady,KAYIN,Myawaddy,Kayin,93.3,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myawaddy (Kayin),"""Myawaddy"": [""Myawady""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Myawady,KAYIN,Kawkareik,Kayin,37.5,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myawaddy (Kayin),"""Kawkareik"": [""Myawady""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Myawady,KAYIN,Hpa-An,Kayin,33.3,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myawaddy (Kayin),"""Hpa-An"": [""Myawady""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nyaung Lay Pin,BAGO EAST,Nyaunglebin,Bago (East),78.3,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nyaunglebin (Bago (East)),"""Nyaunglebin"": [""Nyaung Lay Pin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nyaung Lay Pin,BAGO EAST,Kyaukkyi,Bago (East),50.0,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nyaunglebin (Bago (East)),"""Kyaukkyi"": [""Nyaung Lay Pin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nyaung Lay Pin,BAGO EAST,Kyauktaga,Bago (East),47.6,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Nyaunglebin (Bago (East)),"""Kyauktaga"": [""Nyaung Lay Pin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Pauk Khoung,BAGO WEST,Paukkhaung,Bago (West),90.0,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paukkhaung (Bago (West)),"""Paukkhaung"": [""Pauk Khoung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Pauk Khoung,BAGO WEST,Padaung,Bago (West),58.8,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paukkhaung (Bago (West)),"""Padaung"": [""Pauk Khoung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Pauk Khoung,BAGO WEST,Paungde,Bago (West),58.8,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paukkhaung (Bago (West)),"""Paungde"": [""Pauk Khoung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Puthee Kone,BAGO WEST,Thegon,Bago (West),62.5,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Thegon"": [""Puthee Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Puthee Kone,BAGO WEST,Okpho,Bago (West),40.0,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Okpho"": [""Puthee Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Puthee Kone,BAGO WEST,Paukkhaung,Bago (West),40.0,Unmatched,4,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Paukkhaung"": [""Puthee Kone""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0, Bago East Division,Bago,Bago (East),0.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bago (Bago (East)),"""Bago"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0, Bago East Division,Daik-U,Bago (East),0.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bago (Bago (East)),"""Daik-U"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0, Bago East Division,Htantabin,Bago (East),0.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bago (Bago (East)),"""Htantabin"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-NL,,Minhla,Bago (West),40.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Minhla (Bago (West)),"""Minhla"": [""03-NL""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-NL,,Minhla,Magway,40.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Minhla (Bago (West)),"""Minhla"": [""03-NL""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-NL,,Mongla,Shan (East),40.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Minhla (Bago (West)),"""Mongla"": [""03-NL""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ahmar,AYEYARWADDY,Kamaryut,Yangon,61.5,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kamaryut (Yangon),"""Kamaryut"": [""Ahmar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ahmar,AYEYARWADDY,Hakha,Chin,60.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kamaryut (Yangon),"""Hakha"": [""Ahmar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Ahmar,AYEYARWADDY,Kamma,Magway,60.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kamaryut (Yangon),"""Kamma"": [""Ahmar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Aye Mya Tharyar,BAGO WEST,Thayarwady,Bago (West),52.2,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Thayarwady"": [""Aye Mya Tharyar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Aye Mya Tharyar,BAGO WEST,Nattalin,Bago (West),28.6,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Nattalin"": [""Aye Mya Tharyar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Aye Mya Tharyar,BAGO WEST,Paukkhaung,Bago (West),26.1,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Paukkhaung"": [""Aye Mya Tharyar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hlaingtharya,YANGON,Hlaingtharya (East),Yangon,85.7,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon),"""Hlaingtharya (East)"": [""Hlaingtharya""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hlaingtharya,YANGON,Hlaingtharya (West),Yangon,85.7,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon),"""Hlaingtharya (West)"": [""Hlaingtharya""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hlaingtharya,YANGON,Hlaing,Yangon,66.7,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon),"""Hlaing"": [""Hlaingtharya""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Tapin,BAGO EAST,Htantabin,Bago (East),88.9,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Bago (East)),"""Htantabin"": [""Htan Tapin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Tapin,BAGO EAST,Thanatpin,Bago (East),77.8,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Bago (East)),"""Thanatpin"": [""Htan Tapin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Htan Tapin,BAGO EAST,Nyaunglebin,Bago (East),40.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Htantabin (Bago (East)),"""Nyaunglebin"": [""Htan Tapin""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kangyi Daunk,AYEYARWADDY,Kangyidaunt,Ayeyarwady,90.9,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kangyidaunt (Ayeyarwady),"""Kangyidaunt"": [""Kangyi Daunk""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kangyi Daunk,AYEYARWADDY,Kyangin,Ayeyarwady,66.7,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kangyidaunt (Ayeyarwady),"""Kyangin"": [""Kangyi Daunk""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kangyi Daunk,AYEYARWADDY,Tangyan,Shan (North),66.7,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kangyidaunt (Ayeyarwady),"""Tangyan"": [""Kangyi Daunk""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kanma,MAGWAY,Kamma,Magway,80.0,Unmatched,3,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kamma (Magway),"""Kamma"": [""Kanma""]"
